TIME 24 HOURS,COUNTY,PLACE,Date DD/MM/YYYY,NORMALIZED_ROAD,TEXT_CLEAN,FINAL_VEHICLE,ACCIDENT_TYPE_PRED,TIMEOFDAY,ROAD CODE
14:30,NAIROBI,SIXTH AVENUE,2017-09-21,BISHOP ROAD JUNCTION,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
15:30,NYERI,NEAR BROOKSIDE AREA,2017-09-21,NYERI NANYUKI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,A2
16:00,BARINGO,NATO AREA,2017-09-21,MOGOTIO MARIGAT,THE CAR LOST CONTROL AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,AFTERNOON,OTHER
20:30,NAIROBI,OPPOSITE TASSIA,2017-09-21,ROAD OUTERING,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
17:00,MACHAKOS,TUMBA BRIDGE,2017-09-21,MACHAKOS KANGUNDO,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
21:40,NAIROBI,NEAR JESUS IS ALIVE MINISTRIES,2017-09-21,HAILE SELASIE AVENUE,HIT & RUN,CAR,HIT AND RUN,NIGHT,OTHER
22:10,NAIROBI,KANGEMI FLYOVER,2017-09-21,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,OTHER
20:30,KILIFI,KWACHOKWE,2017-09-19,MALINDI KILIFI,HEAD ON COLLISION,TRUCK,HEAD ON,EVENING,OTHER
20:00,TAITA TAVETA,MASIENYI,2017-09-19,NAIROBI MOMBASA,THE CAR LOST CONTROL AND RAMMED INTO A CULVERT,CAR,MECHANICAL FAULT,EVENING,A109
16:30,SIAYA,AWELO,2017-09-19,SIAYA DOMINION,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,AFTERNOON,OTHER
20:40,KISUMU,NYAMASARIA FLY OVER,2017-09-19,NYAMASARIA KONDOLE,THE UNKNOWN CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,EVENING,OTHER
19:00,MURANGA,GATURI,2017-09-19,MURANGA KIRIANI,THE MOTORCYCLE RAMMED INTO THE CAR,MOTORCYCLE,DRIVER FAULT,EVENING,OTHER
18:00,NAIROBI,KAMULU AREA,2017-09-19,ROAD KANGUNDO,THE CAR HIT A BICYCLE,CAR,DRIVER FAULT,EVENING,OTHER
18:20,NAIROBI,STAGE 10,2017-09-19,ROAD JUJA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
07:20,NAKURU,NJORO AREA,2017-09-19,NJORO ELBURGON,THE TRUCK LOST CONTROL AND RAMMED INTO A CULVERT,TRUCK,MECHANICAL FAULT,MORNING,OTHER
04:30,KAJIADO,MAASAI LODGE STAGE,2017-09-18,ROAD MAGADI,HIT & RUN,MATATU,HIT AND RUN,NIGHT,OTHER
06:00,MAKUENI,MAKINDU AREA,2017-09-18,MAKINDU KOSEWE,THE MOTORCYCLE LOST CONTROL AND HIT A TREE,MOTORCYCLE,MECHANICAL FAULT,MORNING,OTHER
16:30,KERICHO,CHEPSEON AREA,2017-09-18,LONDIANI KERICHO,HEAD ON COLLISION,MATATU,HEAD ON,AFTERNOON,OTHER
21:30,UASIN GISHU,KAPSABET SHOPPING CENTRE,2017-09-18,KAPSABET ELDORET,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
22:30,NANDI,KAMUNJIL AREA,2017-09-18,LESSOS KAPSABET,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,OTHER
20:50,MAKUENI,MASIMBA AREA,2017-09-18,NAIROBI MOMBASA,THE MOTORCYCLE LOST CONTROL AND HIT A HUGE STONE WHERE HE FELL DOWN,MOTORCYCLE,DRIVER FAULT,EVENING,A109
01:30,NAIROBI,NEAR CHINA KENYA,2017-09-17,EASTERN BY PASS,HEAD ON COLLISION,TRUCK,HEAD ON,NIGHT,A104E
06:30,KIAMBU,AT A CORNER,2017-09-17,MUKARARA KIUNYU,THE BICYCLE LOST CONTROL AND HIT A CULVERT,BICYCLE,UNKNOWN,MORNING,OTHER
06:30,KIAMBU,AT A CORNER,2017-09-17,MUKARARA KIUNYU,THE BICYCLE LOST CONTROL AND HIT A CULVERT,BICYCLE,DRIVER FAULT,MORNING,OTHER
16:40,NAIROBI,GATE TO 75 TANK BATTALION CAMP,2017-09-17,EASTERN BY PASS,THE CAR KNOCKED DOWN THE BICYCLE,CAR,VICTIM FAULT,AFTERNOON,A104E
16:45,BUNGOMA,,2017-09-17,NZOIA MATISI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
21:30,KAJIADO,NEAR KOBIL PETROL STN,2017-09-17,KITENGELA ISINYA,HIT AND RUN,CAR,HIT AND RUN,NIGHT,A104
23:45,KIAMBU,AT LEATHER,2017-09-17,THIKA MATUU,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,OTHER
,KIRINYAGA,GATWE JUNCTION,2017-09-17,KERUGOYA KAGUMO,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
,KIRINYAGA,GATWE JUNCTION,2017-09-17,KERUGOYA KAGUMO,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
,MURANGA,ST MARY AREA,2017-09-17,MURANGA KANGEMA,HEAD ON COLLISION,MOTORCYCLE,HEAD ON,NIGHT,OTHER
22:00,MACHAKOS,SABAKI AREA,2017-09-17,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,A109
20:30,MERU,NEAR KITHARE PRI. SCH,2017-09-17,MERU MAUA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
04:30,NAKURU,KIRENGERO BRIDGE,2017-09-17,NYAURURU NAKURU,THE CAR LOST CONTROLAND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,NIGHT,OTHER
13:30,KISUMU,CHULAIMBO AREA,2017-09-13,KISUMU BUSIA,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,A104
13:30,KISUMU,CHULAIMBO AREA,2017-09-13,KISUMU BUSIA,HEAD ON COLLISION,BUS,HEAD ON,AFTERNOON,A104
12:00,WEST POKOT,,2017-09-13,MAKUTANO KITALE,HEAD ON COLLISION,MATATU,HEAD ON,AFTERNOON,OTHER
,EMBU,MUNATHIRI AREA,2017-09-13,KIRITIRI EMBU,THE TRUCK LOST CONTROL AND OVERTURNED,TRUCK,UNKNOWN,NIGHT,OTHER
17:30,KIAMBU,TROJAN PETROL STN,2017-09-13,THIKA SUPERHIGHWAY,THE BICYCLE LOST CONTROL AND ROLLED SEVERAL TIMES,BICYCLE,DRIVER FAULT,EVENING,A2
23:40,KIAMBU,UTI JUNCTION,2017-09-13,THIKA KIBOKO,THE BICYCLE LOST CONTROL AND HIT A TREE,BICYCLE,DRIVER FAULT,NIGHT,OTHER
22:30,NAIROBI,CHURCH ARMY STAGE,2017-09-11,JOGOO,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,OTHER
19:45,KIAMBU,MEMBLEY,2017-09-11,EASTERN BY PASS,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,A104E
20:00,KISUMU,KABONGO,2017-09-11,AWASI AHERO,THE CAR LOST CONTROL AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,EVENING,OTHER
17:00,KIAMBU,GITHURAI,2017-09-11,THIKA SUPERHIGHWAY,THE CONDUCTOR FELL FROM THE MOVING CAR,CAR,UNKNOWN,EVENING,A2
15:45,KWALE,KITEJE,2017-09-11,MBUGUNI CHECK POINT,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
11:00,TIGANIA,MARIBA,2017-09-07,LUNATIC GATHITHINI,HIT & RUN,CAR,HIT AND RUN,MORNING,OTHER
13:45,KIAMBU,NGOIWA,2017-09-07,THIKA KIAMBU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,A2
06:40,KIAMBU,KIANJOGU,2017-09-07,RUAKA LIMURU,THE CAR LOST CONTROL AND KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
20:00,KIAMBU,NJATHAINI,2017-09-07,NORTHERN BY PASS,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,A104N
20:10,BUNGOMA,MATILI,2017-09-07,MIIKHU KIMILILI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
,MACHAKOS,KAUMONI AREA,2017-09-06,KITHIMANI KIMANGU,THE BICYCLE LOST CONTROL AND LANDED INTO A DITCH,BICYCLE,MECHANICAL FAULT,NIGHT,OTHER
15:30,NAIROBI,NEAR ROASTERS,2017-09-06,THIKA SUPERHIGHWAY,THE TRUCK GOT A TYRE BURST AND LOST CONTROL HITTING THE BUS WHICH VEERED OFF THE ROAD AND HIT THE MATATU,TRUCK,MECHANICAL FAULT,AFTERNOON,A2
15:30,NAIROBI,NEAR ROASTERS,2017-09-06,THIKA SUPERHIGHWAY,THE TRUCK GOT A TYRE BURST AND LOST CONTROL HITTING THE BUS WHICH VEERED OFF THE ROAD AND HIT THE MATATU,TRUCK,MECHANICAL FAULT,AFTERNOON,A2
19:00,NAKURU,NEAR LAIKIPIA CAMPUS,2017-09-06,NAKURU NAIROBI,HEAD ON COLLISION,TRAILER,HEAD ON,EVENING,A104
07:00,NAIROBI,LUSAKA R/ABOUT,2017-09-03,NAIROBI MOMBASA,THE CAR HIT THE CAR,CAR,DRIVER FAULT,MORNING,A109
04:00,KIAMBU,VIEW POINT,2017-09-03,NAIVASHA NAIROBI,HEAD ON COLLISION,TRAILER,HEAD ON,NIGHT,A104
,MURANGA,GIYAKARENGO,2017-09-03,MURANGA GITU,THE BICYCLE LOST CONTROL AND RAMMED INTO A HEAP OF MURRAM,BICYCLE,MECHANICAL FAULT,NIGHT,OTHER
10:00,MERU,NGUNDUNE,2017-09-03,MERU MAUA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,OTHER
12:30,KITUI,MATINYANI,2017-09-03,MATINYANI KAUMA,THE PERSON FELL DOWN FROM THE BICYCLE,BICYCLE,VICTIM FAULT,AFTERNOON,OTHER
19:45,KIRINYAGA,EMMATEX BAR,2017-09-03,KERUGOYA BARICHO,HEAD ON COLLISION,CAR,HEAD ON,EVENING,OTHER
01:30,MURANGA,NORKAS,2017-09-03,SAGANA MURANGA,HEAD ON COLLISION,TRUCK,HEAD ON,NIGHT,OTHER
22:00,MAKUENI,LOITOKTOK JUNCTION,2017-09-03,NAIROBI MOMBASA,THE PERSON FELL DOWN FROM THE BICYCLE,BICYCLE,VICTIM FAULT,NIGHT,A109
23:15,NAIROBI,BURMA,2017-09-03,JOGOO,HIT AND RUN,CAR,HIT AND RUN,NIGHT,OTHER
01:00,NAIROBI,N MARKET,2017-09-03,WAIYAKI,THE CAR LOST CONTROL AND ROLLED,CAR,DRIVER FAULT,NIGHT,OTHER
14:20,NYAMIRA,KIGOGI,2017-08-31,SOTIK KEROKA,THE CAR LOST CONTROL AND LANDED IN A DITCH,CAR,DRIVER FAULT,AFTERNOON,OTHER
14:40,KITUI,NGUNI,2017-08-31,MWINGI GARISSA,THE CAR RAMMED INTO A HERD OF CATTLE,CAR,UNKNOWN,AFTERNOON,A3
06:00,NYAMIRA,ICHUNI AREA,2017-08-30,MASIMBA KEROKA,THE MOTORCYCLE HIT THE REAR OF THE TRUCK,MOTORCYCLE,DRIVER FAULT,MORNING,OTHER
06:30,KERICHO,JUBERT AREA,2017-08-30,MAU SUMMIT KERICHO,THE MATATU RAMMED INTO THE TRACTOR,MATATU,UNKNOWN,MORNING,OTHER
13:20,KIAMBU,KIMENDE STAGE,2017-08-30,NAIVASHA NAIROBI,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,A104
10:30,MAKUENI,MAKINDU AREA SECTION 4 SGR CAMP,2017-08-30,NAIROBI MOMBASA,THE TRAILER HIT THE MOTORCYCLE,TRAILER,DRIVER FAULT,MORNING,A109
18:20,NAIROBI,NEAR MUTHURWA POLICE POST,2017-08-30,MUTHURWA ACCESS,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
20:55,BUNGOMA,MUSKOMA AREA,2017-08-30,MUMIAS BUNGOMA,HIT & RUN,CAR,HIT AND RUN,EVENING,OTHER
09:40,EMBU,LIANJOGU,2017-08-27,MANYATTA EMBU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,OTHER
11:30,NAIROBI,MASIMBA,2017-08-27,KAYOLE,THE PERSON FELL DOWN WHILE THE CAR WAS IN MOTION AND WAS OVER RAN,CAR,VICTIM FAULT,MORNING,OTHER
12:30,NYERI,WAMBUGU FARM,2017-08-27,NYERI KARATINA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
11:50,NAKURU,SOYSAMBU,2017-08-27,NAKURU GILGIL,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
16:00,NYAMIRA,IBARA,2017-08-27,NYAMIRA IKONGE,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
16:00,KAKAMEGA,ANDITI,2017-08-27,WEBUYE KAKAMEGA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,A1
17:00,KAKAMEGA,EBBWARIRO,2017-08-27,MUMIAS EBUYANGU,THE CAR GOT A TYRE BURST AND ROLLED SEVERAL TIMES,CAR,MECHANICAL FAULT,EVENING,OTHER
17:40,MANDERA,DUAN,2017-08-27,MANDERA MALKA SUFTU,THE PERSON FELL DOWN WHILE THE CAR WAS IN MOTION AND WAS OVER RAN,CAR,VICTIM FAULT,EVENING,OTHER
18:10,NAKURU,RAILWAY FLYOVER,2017-08-27,NAIVASHA GILGIL,THE BICYCLE WAS HIT FROM BEHIND BY UNKNOWN CAR,BICYCLE,UNKNOWN,EVENING,OTHER
18:45,HOMA BAY,ATELA,2017-08-27,OYUGIS KISUMU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
19:30,KIAMBU,KIMENDE,2017-08-27,NAIVASHA NAIROBI,HIT AND RUN,CAR,HIT AND RUN,EVENING,A104
20:00,KAKAMEGA,SHIANDA,2017-08-27,SHIATSALA MANYULIA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
20:00,KAKAMEGA,SHIANDA,2017-08-27,SHIATSALA MANYULIA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
21:30,NYERI,BANTU,2017-08-27,NYERI NANYUKI,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,A2
19:00,BOMET,KAPLETUNDO,2017-08-27,KAPLETUNDO CHEBOLE,THE CAR LOST CONTROL AND KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
23:00,KAJIADO,KAURAI JUNCTION,2017-08-27,NGONG KISERIAN,THE CAR HIT THE MOTORCYCLE FROM BEHIND,CAR,DRIVER FAULT,NIGHT,OTHER
23:00,BOMET,MIGINGO,2017-08-27,KAPLONG BOMET,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,OTHER
23:00,BOMET,MIGINGO,2017-08-27,KAPLONG BOMET,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
22:30,KWALE,GASSI,2017-08-27,UKUNDA MSAMBWENI,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
16:30,MERU,,2017-08-27,MERU MAUA,THE BICYCLE HIT THE MATATU AND THEN WAS OVERRAN BY THE SAME MATATU,BICYCLE,DRIVER FAULT,AFTERNOON,OTHER
16:30,MERU,,2017-08-27,MERU MAUA,THE BICYCLE HIT THE MATATU AND THEN WAS OVERRAN BY THE SAME MATATU,BICYCLE,DRIVER FAULT,AFTERNOON,OTHER
19:45,MAKUENI,KITISE SLAUGHTER,2017-08-27,KITISE KIKOME,THE BICYCLE LOST CONTROL AND HIT A TREE,BICYCLE,MECHANICAL FAULT,EVENING,OTHER
09:30,KAKAMEGA,MALINYA,2017-08-21,SIGALAGALA BUKURA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,OTHER
12:40,NAIROBI,ECHO ROUNDABOUT,2017-08-21,NEW PUMWANI,THE MOTORCYCLE LOST CONTROL AND ROLLED,MOTORCYCLE,MECHANICAL FAULT,AFTERNOON,OTHER
14:40,HOMA BAY,ADIEDO,2017-08-21,KENDU BAY HOMA BAY,THE PASSENGER FELL FROM THE CAR WHILE ON MOTION,CAR,UNKNOWN,AFTERNOON,OTHER
07:00,NAIROBI,SHELL PETROL STATION,2017-08-20,OUTERING,THE CAR LOST CONTROL AND LANDED INTO A DITCH,CAR,MECHANICAL FAULT,MORNING,OTHER
08:30,NAIROBI,ABC AREA,2017-08-20,WAIYAKI,THE PASSENGER JUMPED OUT OFF THE CAR AND FELL DOWN,CAR,UNKNOWN,MORNING,OTHER
14:40,NYERI,KIANJOGU DAM,2017-08-20,NYERI KARATINA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
16:45,NAIROBI,MUTHURWA,2017-08-20,MUTHURWA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
08:00,KAJIADO,ROIMEN AREA,2017-08-19,NGONG KISERIAN,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,MORNING,OTHER
09:30,MAKUENI,KYULU AREA,2017-08-19,NAIROBI MOMBASA,HIT & RUN,MOTORCYCLE,HIT AND RUN,MORNING,A109
10:30,TAITA TAVETA,NDARA AREA,2017-08-19,NAIROBI MOMBASA,HEAD ON COLLISION,CAR,HEAD ON,MORNING,A109
11:00,MAKUENI,MUMBINI AREA,2017-08-19,WOTE MUMBINI,HIT & RUN,CAR,HIT AND RUN,MORNING,OTHER
17:20,NAIROBI,KOMAROCK PETROL STATION,2017-08-19,ROAD KANGUNDO,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
14:00,GARISSA,LUKA AREA,2017-08-19,IJARA GARISSA,THE CAR LOST CONTROL AND OVERTURNED,CAR,DRIVER FAULT,AFTERNOON,A3
07:15,KERICHO,AT JUBERT AREA,2017-08-18,KERICHO NAKURU,THE CAR RAMMED ON THE REAR OF THE TRUCK TRUCK,CAR,DRIVER FAULT,MORNING,OTHER
07:00,MAKUENI,NEAR KIIMA JUNCTION,2017-08-18,NAIROBI MOMBASA,HEAD ON COLLISION,TRUCK,HEAD ON,MORNING,A109
07:00,MAKUENI,NEAR KIIMA JUNCTION,2017-08-18,NAIROBI MOMBASA,HEAD ON COLLISION,TRAILER,HEAD ON,MORNING,A109
12:00,EMBU,MWANANDEGA AREA,2017-08-18,UGWERI RUNYEJES,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
16:30,KIAMBU,KIANJOGU AREA,2017-08-18,NAIROBI LIMURU,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,OTHER
18:40,KERICHO,SAMUTET AREA,2017-08-16,KISUMU KERICHO,THE MOTORCYCLE LOST CONTROL AND LANDED INTO A DITCH,MOTORCYCLE,UNKNOWN,EVENING,OTHER
21:30,NYANDARUA,OLJOROROK BRIDGE,2017-08-16,OLKALAU NYAHURURU,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,OTHER
21:00,NAIROBI,NEAR RAILA ESTATE,2017-08-16,SOUTHERN BY PASS,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,A104S
22:00,KWALE,TIWI SPOTT AREA,2017-08-15,UKUNDA LIKONI,HEAD ON COLLSION,CAR,HEAD ON,NIGHT,OTHER
11:50,NYERI,AT AIRSTRIP AREA,2017-08-15,NYERI NANYUKI,HEAD ON COLLSION,CAR,HEAD ON,MORNING,A2
19:30,KAJIADO,MLIMA CHAIR LADY AREA,2017-08-14,MAGADI KISERIAN,HEAD ON COLLSION,CAR,HEAD ON,EVENING,OTHER
18:00,TAITA TAVETA,NEAR SOFIA AREA,2017-08-14,SOFIA ST BARANABUS CHURCH,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
16:30,EMBU,AT MUFU AREA,2017-08-13,MERU EMBU,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
17:45,MAKUENI,AT MAKINDU TOWN NEAR BRIDGE,2017-08-13,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,A109
20:30,KIAMBU,AT MAGOGONI AREA,2017-08-13,THIKA MATUU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
,NAIROBI,NEAR UTALII COLLEGE,2017-08-13,THIKA SUPERHIGHWAY,THE CAR HIT THE CAR WHICH STALLED ON THE ROAD DUE TO MECHANICAL PROBLEMS,CAR,DRIVER FAULT,NIGHT,A2
,MOMBASA,NEAR BOMU AREA,2017-08-13,ROAD AIRPORT,THE CAR LOST CONTROL AND LANDED OFF THE ROAD,CAR,DRIVER FAULT,NIGHT,OTHER
04:40,NAIROBI,ADAMS ARCADE,2017-08-12,ROAD NGONG,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
21:00,MACHAKOS,NATION CENTRE,2017-08-12,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,NIGHT,A109
14:30,MERU,NGONYI,2017-08-12,NKUBU MERU,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
14:30,NAIROBI,RASTA STAGE,2017-08-12,JOGOO,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
12:00,LAIKIPIA,SLAUGHTER HOUSE,2017-08-12,NANYUKI BARAKA,THE BICYCLE KNOCKED DOWN THE PERSON,BICYCLE,DRIVER FAULT,AFTERNOON,OTHER
,KIAMBU,LARI KIAMBU,2017-08-12,LARI,THE CAR LOST CONTROL AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,NIGHT,OTHER
04:30,KIAMBU,JUJA FLY OVER,2017-08-11,THIKA SUPERHIGHWAY,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,A2
19:00,NAIROBI,MOUNTAIN VIEW,2017-08-11,WAIYAKI,HIT AND RUN,MATATU,HIT AND RUN,EVENING,OTHER
22:30,KIAMBU,SOUTHERN BY PASS FLY OVER,2017-08-11,THOGOTO GIKAMBURA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,OTHER
23:30,KIAMBU,KIHUNGURO SHELL PETROL STATION,2017-08-11,NAIROBI THIKA SERVICE LANE,HIT AND RUN,CAR,HIT AND RUN,NIGHT,OTHER
,KIAMBU,GIKAMBURA SHOPPING CENTRE,2017-08-11,GIKAMBURA NDEIYA,HIT AND RUN,MATATU,HIT AND RUN,NIGHT,OTHER
23:00,NYANDARUA,MWENDANDU TRADIND CENTRE,2017-08-11,FLYOVER NJAMBINI,THE BICYCLE KNOCKED DOWN THE PERSON AND LANDED INTO A DITCH,BICYCLE,UNKNOWN,NIGHT,OTHER
23:00,NYANDARUA,MWENDANDU TRADIND CENTRE,2017-08-11,FLYOVER NJAMBINI,THE BICYCLE KNOCKED DOWN THE PERSON AND LANDED INTO A DITCH,BICYCLE,UNKNOWN,NIGHT,OTHER
,NAKURU,MOLO TOWNSHIP,2017-08-11,TOWNSHIP MOLO,HIT AND RUN,CAR,HIT AND RUN,NIGHT,OTHER
20:00,NAKURU,MAI MAHIU TOWNSHIP,2017-08-11,MAI MAHIU,THE PERSON FELL FROM THE TRUCK,TRUCK,VICTIM FAULT,EVENING,OTHER
,NAKURU,NGOROFA AREA,2017-08-11,NAKURU ELEMENTAITA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,OTHER
02:30,KIAMBU,MUTOMO,2017-08-11,KENYATTA GATUNDU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
,NAIROBI,MUTHAIGA,2017-08-11,THIKA SUPERHIGHWAY,HIT AND RUN,BUS,HIT AND RUN,NIGHT,A2
17:30,BUSIA,TONGILO,2017-08-10,MUMIAS BUTULA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
08:10,NAIROBI,NEAR DC STAGE,2017-08-09,JOGOO,THE PASSENGER FELL DOWN WHILE THE CAR WAS IN MOTION,CAR,UNKNOWN,MORNING,OTHER
09:00,MACHAKOS,NEAR KIVAA SECONDARY SCHOOL,2017-08-09,KIVAA EMBU,HIT & RUN,BUS,HIT AND RUN,MORNING,OTHER
18:30,KITUI,NDAKANI,2017-08-08,MUTHA KYUSINI,THE CAR ROLLED,CAR,DRIVER FAULT,EVENING,OTHER
23:00,KIAMBU,NYAMBANE,2017-08-08,NAIVASHA NAIROBI,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,NIGHT,A104
17:30,HOMA BAY,NYAKWERE,2017-08-08,KENDU BAY KATITO,THE CAR LOST CONTROL AND ROLLED SEVERALLY,CAR,DRIVER FAULT,EVENING,OTHER
18:30,NAIROBI,BUNYALA ROUND ABOUT,2017-08-08,UHURU HIGHWAY,THE CAR LOST CONTROL AND ROLLED SEVERALLY,CAR,UNKNOWN,EVENING,OTHER
16:30,BUSIA,OCHUDE,2017-08-08,MUMIAS BUSIA,THE CAR HIT A BICYCLE,CAR,DRIVER FAULT,AFTERNOON,OTHER
17:40,KERICHO,CHEPSIR,2017-08-08,NAKURU KERICHO,THE CAR LOST CONTROL AND ROLLED SEVERALLY,CAR,DRIVER FAULT,EVENING,OTHER
05:45,NAIROBI,NEAR GSU TRAINING SCHOOL,2017-08-07,EASTERN BY PASS,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,MORNING,A104E
06:20,EMBU,KIRITIRI MARKET,2017-08-07,KIVAA EMBU,"THE CAR HAD A TYRE BBURST, LOSING CONTROL AND ROLLED",CAR,DRIVER FAULT,MORNING,OTHER
13:00,NYERI,AT KAGUMO HIGH SCHOOL,2017-08-07,MARWA KIGANJO,"THE CAR HAD A TYRE BBURST, LOSING CONTROL AND LANDED",CAR,DRIVER FAULT,AFTERNOON,OTHER
18:30,NAIROBI,AT JUNCTION OF THIRD STREET EISTLEIGH,2017-08-07,FIRST AVENUE,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
18:00,KISII,AT MOSOCHO AREA,2017-08-07,KISUMU KISII,HEAD ON COLLISION,BUS,HEAD ON,EVENING,OTHER
22:00,KAJIADO,KENCHIC NEAR KENOL PETROL STATION,2017-08-07,KITENGELA ISINYA,THE PASSENGER FELL DOWN WHILE THE CAR WAS IN MOTION,CAR,UNKNOWN,NIGHT,A104
22:00,NYERI,NATIONAL OIL PETROL STATION,2017-08-07,NYERI NANYUKI,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,A2
04:00,NAKURU,MALEWA BRIDGE,2017-08-05,NAKURU NAIROBI,HEAD ON COLLISION,MATATU,HEAD ON,NIGHT,A104
