TIME 24 HOURS,COUNTY,PLACE,Date DD/MM/YYYY,NORMALIZED_ROAD,TEXT_CLEAN,FINAL_VEHICLE,ACCIDENT_TYPE_PRED,TIMEOFDAY,ROAD CODE
17:30,KAJIADO,NEAR GULF PETROL STATION,2017-05-14,NAMANGA KITENGELA,TUKTUK WAS HIT BY THE MOTORCYCLE WHICH WAS OVERLAPPING WHERE THE MOTORCYCLE DIED WHILE UNDERGOING TREATMENT.,MOTORCYCLE,DRIVER FAULT,EVENING,A104
17:30,NAIROBI,NEAR MUTHAIGA FOOT BRIDGE,2017-05-14,THIKA SUPERHIGHWAY,CAR KNOCKED DOWN UNKNOWN M/A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,EVENING,A2
21:00,KAKAMEGA,MATETE AREA,2017-05-14,WEBUYE KAKAMEGA,MATATU WAS HIT AT THE RIGHT SIDE BY THE SAID MOTORCYCLE WHERE THE DRIVER SUSTAINED SERIOUS INJURIES AND DIED ON ARRIVAL TO HOSPITAL.,MATATU,DRIVER FAULT,NIGHT,A1
22:45,MACHAKOS,NEAR GREEN PARK AREA,2017-05-14,NAIROBI MOMBASA,CAR COLLUDED HEAD ON WITH A TRAILOR WHERE ON F/A PASSENGER AND CAR DRIVER DIED ON THE SPOT.,CAR,UNKNOWN,NIGHT,A109
23:30,NAIROBI,NEAR AIRPORT JUNCTION,2017-05-14,NAIROBI MOMBASA,CAR RAMMED INTO THE REAR OF THE MOTORCYCLE WHERE TWO PEOPLE DIED.,CAR,DRIVER FAULT,NIGHT,A109
19:00,MACHAKOS,MUSINGINI AREA,2017-05-14,MASINGA KIVANINI,"MOTORCYCLE HIT A HIP OF SOIL, LOST CONTROL VEERING OFF THE ROAD AND LANDED INTO A DITCH WHERE HE DIED ON THE SPOT.",MOTORCYCLE,DRIVER FAULT,EVENING,OTHER
09:00,MURANGA,KIGUOYA AREA,2017-05-13,KITHIMA KANDARA,CAR HIT ONE PERSON KILLING HIM INSTANTLY.,CAR,UNKNOWN,MORNING,OTHER
15:40,NAKURU,SOBEA AREA,2017-05-13,NAKURU ELDORET,TRUCK COLLUDED WITH A MOTORCYCLE KILLING THE RIDER ON THE SPOT.,TRUCK,UNKNOWN,AFTERNOON,A104
19:30,NAKURU,NEAR GIDDO PLAZA,2017-05-13,NAKURU ELDORET,CAR DRIVER KNOCKED DOWN A PERSON CROSSING THE ROAD KILLING HIM ON THE SPOT.,CAR,VICTIM FAULT,EVENING,A104
20:00,EMBU,KANYUAMBORA,2017-05-13,KAWANJARA ISHIARA,CAR HIT THE OX-CART KILING THE CART DRIVER ON THE SPOT.,CAR,DRIVER FAULT,EVENING,OTHER
23:20,NAKURU,SOBEA AREA,2017-05-13,NAKURU ELDORET,CAR HIT ONE PERSON CROSSING THE ROAD KILING HIM INSTANTLY.,CAR,VICTIM FAULT,NIGHT,A104
,NAIROBI,NEAR OIL- LIBYA PETROL STN,2017-05-13,NORTH AIRPORT,UNKNOWN CAR HIT ONE PERSON CROSSING THE ROAD KILLING HIM ON THE SPOT.,CAR,VICTIM FAULT,NIGHT,OTHER
02:30,NAIROBI,NEAR STD GROUP,2017-05-13,NAIROBI MOMBASA,CAR DRIVER LOST CONTROL AND ROLLED LANDING INTO A DITCH.DRIVER DIED ON THE SPOT.,CAR,DRIVER FAULT,NIGHT,A109
07:30,KIAMBU,KINGEERO AREA,2017-05-12,WANGIGE KIKUYU,THE CAR LOST CONTROL VEERING OFF THE ROAD,CAR,DRIVER FAULT,MORNING,OTHER
11:30,MARSABIT,BIASHARA STREET,2017-05-12,TOWN MOYALE,THE TRUCK OVERAN THE MOTORCYCLE,TRUCK,DRIVER FAULT,MORNING,OTHER
22:30,KIAMBU,KINGEERO AREA,2017-05-12,LOWER KABETE,HIT & RUN,BUS,HIT AND RUN,NIGHT,OTHER
,NAIROBI,NEAR N MARKET,2017-05-12,WAIYAKI,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
23:45,KIAMBU,KIBIRU TRADING CENTER,2017-05-12,ITURAMIRO KIBIRU MURRAM,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
19:55,MACHAKOS,YATTA GK PRISONS AREA,2017-05-12,THIKA MATUU,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,OTHER
20:45,MACHAKOS,KITENGELA INTERCHANGE,2017-05-12,NAIROBI MOMBASA,THE PICK UP HIT THE MOTORCYCLE,MOTORCYCLE,DRIVER FAULT,EVENING,A109
02:30,NAKURU,SOYSAMBU AREA,2017-05-12,NAKURU GILGIL,"THE BUS WAS OVERTAKING IMPROPERLY AND LOST CONTROL, HIT THE TRAILER",BUS,DRIVER FAULT,NIGHT,OTHER
07:15,MERU,KURUKUCHA AREA,2017-05-04,MERU CHUKA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,OTHER
13:30,NYERI,CHAKA SHOPPING CENTER,2017-05-04,KIGANJO CHAKA,HEAD ON COLLISION,BUS,HEAD ON,AFTERNOON,OTHER
20:30,NAKURU,NDARUGU RIVER,2017-05-04,KAPTEMBWA KAPKURES,THE BICYCLE BREAKS FAILED AND FALL INTO THE RIVER,BICYCLE,UNKNOWN,EVENING,OTHER
,KIAMBU,KAMANDURA AREA,2017-05-03,NAIVASHA NAIROBI,HIT & RUN,CAR,HIT AND RUN,NIGHT,A104
06:30,MACHAKOS,MAANZONI AREA,2017-05-03,NAIROBI MOMBASA,HEAD ON COLLISION,MATATU,HEAD ON,MORNING,A109
13:40,MACHAKOS,NEAR MATUU POLICE STATION,2017-05-03,THIKA MATUU,THE CAR RAMMED INTO THE REAR OF MOTORCYCLE,CAR,DRIVER FAULT,AFTERNOON,OTHER
16:10,KAJIADO,KWARE AREA,2017-05-03,RONGAI KISERIAN,HEAD ON COLLISION,CAR,HEAD ON,AFTERNOON,OTHER
18:00,KILIFI,NEAR MALINDI TOWN,2017-05-03,MALINDI LAMU,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
18:56,MOMBASA,NEAR CHANGAMWE STAGE,2017-05-03,NAIROBI MOMBASA,THE CAR LOST CONTROL AND KNOCKED DOWN THE PERSON,CAR,MECHANICAL FAULT,EVENING,A109
12:00,EMBU,GATUNDURI,2017-04-25,KIBUGU EMBU,"THE BICYCLE LOST CONTROL , VEERING OFF THE ROAD AND LANDED INTO A DITCH.",BICYCLE,DRIVER FAULT,AFTERNOON,OTHER
14:30,KERICHO,RAI CEMENT FACTORY,2017-04-25,KISUMU KERICHO,"THE CAR LOST CONTROL, VEERING OFF THE ROAD AND HIT A FACTORY WALL",CAR,DRIVER FAULT,AFTERNOON,OTHER
09:00,MACHAKOS,KWA MWAMBI,2017-04-25,NAIROBI MOMBASA,THE CAR HIT THE TRAILER,CAR,DRIVER FAULT,MORNING,A109
17:00,MURANGA,KENOL,2017-04-25,MAKUYU KENOL,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
21:00,NYERI,NYAMARI,2017-04-25,RURUGUTI OTHAYA,HEAD ON COLLISION,CAR,HEAD ON,NIGHT,OTHER
20:30,NAIROBI,COCA COLA BOTTLERS,2017-04-25,ROAD KANGUNDO,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,OTHER
19:30,KAKAMEGA,SIGALAGALA,2017-04-25,KISUMU KAKAMEGA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,EVENING,A1
14:38,NAIROBI,STAGE TWO,2017-04-25,ROAD MACHARIA,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,AFTERNOON,OTHER
18:45,KIRINYAGA,GREEN VINEYARD,2017-04-25,KUTUS KIRINYAGA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
16:45,KIAMBU,KABUKU,2017-04-25,LIMURU KUTUS,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
21:10,MURANGA,KAHARATI JUNCTION,2017-04-25,MURANGA KENOL,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,OTHER
,MAKUENI,KAMBU,2017-04-25,NAIROBI MOMBASA,THE BUS COLLIDED WITH THE TRAILER WHILE WAS OVERTAKING AND IT LANDED ON ITS SIDE,BUS,UNKNOWN,NIGHT,A109
06:30,SIAYA,URANGA AREA,2017-03-31,SIAYA NYANDORERA,THE CAR GOT A TYRE BURST AND LOST CONTROL AND ROLLED SEVERAL TIMES,CAR,MECHANICAL FAULT,MORNING,OTHER
10:30,NANDI,SURUNGAI AREA,2017-03-31,KAPSABET CHAVAKALI,THE CAR KNOCKED DOWN A BICYCLE,CAR,UNKNOWN,MORNING,OTHER
15:00,NYERI,MASHAKO AREA,2017-03-31,NYERI GATHUTHI,HIT AND RUN,MATATU,HIT AND RUN,AFTERNOON,OTHER
19:00,KAKAMEGA,KAMBIRI AREA,2017-03-31,WEBUYE KAKAMEGA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,A1
19:30,KILIFI,MHANA I TRADING CENTER,2017-03-31,MALINDI LAMU,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
21:00,KAJIADO,MALI AREA,2017-03-31,METO MAILI TISA MURRAM,"THE CAR LOST CONTROL , VEERED OFF THE ROAD AND HIT A POLE",CAR,DRIVER FAULT,NIGHT,OTHER
21:00,NAIROBI,NEAR HURUMA KPLC,2017-03-31,ROAD OUTERING,THE CAR KNOCKED A BICYCLE,CAR,UNKNOWN,NIGHT,OTHER
23:30,KIAMBU,ZAMBEZI AREA,2017-03-31,NAIVASHA NAIROBI,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,NIGHT,A104
08:35,NAIROBI,INTERCONTINENTAL ZEBRA CROSSING,2017-03-30,UHURU HIGHWAY,THE UNKNOWN CAR KNOCKED DOWN F/A PERSON KILLING HER ON THE SPOT.,CAR,UNKNOWN,MORNING,OTHER
,NYANDARUA,GWA KUNGU AREA,2017-03-30,NYERI NYAHURURU,THE UNKNOWN CAR KNOCKED DOWN M/A PERSON KILLING HER ON THE SPOT.,CAR,UNKNOWN,NIGHT,A2
11:00,KITUI,NEAR SHAKIM BUTCHERY,2017-03-30,KUNDA KINDU MAIN STAGE,THE CAR REVERSED AND HIT THE MOTORCYCLE KILLING HIM ON THE SPOT.,CAR,DRIVER FAULT,MORNING,OTHER
16:00,BARINGO,KABARTONJO AREA,2017-03-30,TALAI KAPTUM MURRAM,THE CAR HIT A M/A PERSON TRIED TO STEAL A RIDE WHERE HE FELL DOWN AND DIED.,CAR,UNKNOWN,AFTERNOON,OTHER
16:30,NYAMIRA,SIRONGA AREA,2017-03-30,NYAMIRA KISII,THE CAR HIT THE M/CYLCLE WHO SUSTAINED SERIOUS INJURIES AND DIED AT NYAMIRA HOSPITAL,CAR,DRIVER FAULT,AFTERNOON,OTHER
19:00,KITUI,ALONGSIDE,2017-03-30,KALINDU NGIINI MUTUNE,CAR COLLIDED HEAD ON WITH THE MOTORCYCLE WHO FAILED TO KEEP HIS NEAR SIDE AND DIED.,CAR,HEAD ON,EVENING,OTHER
10:30,UASIN GISHU,RAIPLY AREA,2017-03-30,WEBUYE ELDORET,THE MOTORCYCLE COLLIDED HEAD ON WITH THE CAR RESULTING THE DEATH OF THE MOTORCYCLE.,MOTORCYCLE,HEAD ON,MORNING,OTHER
07:00,EMBU,ENA BRIDGE,2017-03-29,MERU EMBU,THE UNKNOWN CAR KNOCKED DOWN A M/ JUVENILE KILLING HIM ON THE SPOT.,CAR,UNKNOWN,MORNING,OTHER
06:00,NAROK,NEAR NAROK TOWN,2017-03-29,NAROK MAIMAHIU,THE UNKNOWN CAR KNOCKED DOWN A M/ A PERSON KILLING HIM ON THE SPOT.,CAR,UNKNOWN,MORNING,OTHER
18:00,MACHAKOS,ATHI RIVER BRIDGE,2017-03-29,KAGUNDO JOSKA,THE MOTORCYCLE LOST CONTROL VEERING OFF THE ROAD HITTING AN ELECTRIC POLE WHERE P/ PASSENGER DIED ON THE SPOT.,MOTORCYCLE,DRIVER FAULT,EVENING,OTHER
18:00,ISIOLO,ISIOLO TOWNSHIP,2017-03-29,MARSABIT ISIOLO,THE CAR KNOCKED DOWN A M/A PERSON SUSTAINED SERIOUS INJURIES AND DIED AT HOSPITAL .,CAR,UNKNOWN,EVENING,A2
00:45,KIAMBU,RUENO AREA,2017-03-29,NAIROBI LIMURU,THE CAR COLLIDED WITH THE TUTUK RESULTING THE DEATH OF THE DRIVER AND M/A PASSENGER.,CAR,DRIVER FAULT,NIGHT,OTHER
05:00,MACHAKOS,CHUMVI AREA,2017-03-27,NAIROBI MOMBASA,THE CAR LOST CONTROL VEERING OFF THE ROAD AND PLUGGED INTO A BRIDGE KILLING ONE F/A PASSENGER ON THE SPOT,CAR,DRIVER FAULT,MORNING,A109
15:50,BUSIA,SUWO AREA,2017-03-27,NAMBALE MALANGA,THE TRACTOR HIT A POTHOLE THROWING ONE PASSENGER ON THE ROAD WHERE HE DIED ON THE SPOT.,TRACTOR,UNKNOWN,AFTERNOON,OTHER
17:00,NAIROBI,NEAR WEMA HOSPITAL,2017-03-27,KAWANGWARE,THE CAR HIT UNREGISTERED MOTORCYCLE KILLING HIM ON THE SPOT.,CAR,DRIVER FAULT,EVENING,OTHER
11:00,NAKURU,NEAR SALMAN CENTRE BUILDING,2017-03-27,NAKURU ELDORET,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,MORNING,A104
19:30,KIAMBU,GITARU AREA,2017-03-27,NAIVASHA NAIROBI,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,EVENING,A104
17:25,NYERI,MWEIGA AREA,2017-03-27,NYERI NYAHURURU,HEAD ON COLLISON,CAR,HEAD ON,EVENING,A2
22:30,UASIN GISHU,PEMUGI AREA,2017-03-27,WEBUYE ELDORET,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,OTHER
06:30,HOMA BAY,RODI,2017-03-26,RODI NDHIWA,THE CAR LOST CONTROL AND VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,CAR,DRIVER FAULT,MORNING,OTHER
06:30,HOMA BAY,RODI,2017-03-26,RODI NDHIWA,THE CAR LOST CONTROL AND VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES,CAR,MECHANICAL FAULT,MORNING,OTHER
18:20,MACHAKOS,SABAKI,2017-03-26,NAIROBI MOMBASA,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,A109
21:00,NAROK,STIMA,2017-03-26,NAROK MAIMAHIU,THE TRUCK LOST CONTROL AND HIT THE MATATU,TRUCK,MECHANICAL FAULT,NIGHT,OTHER
07:10,NAIROBI,NEAR TOTAL PETROL RD,2017-03-25,LOWER KABETE,THE CAR FAILED TO KEEP TO HIS LANE AND COLLIDED WITH MOTORCYCLE KILLING HIM INSTANTLY.,CAR,UNKNOWN,MORNING,OTHER
13:50,NAIROBI,NEAR GATEWAY MALL,2017-03-25,RD MOMBASA,THE CAR KNOCKED DOWN THE PERSON AND DROVE AWAY.,CAR,VICTIM FAULT,AFTERNOON,OTHER
16:20,EMBU,KIRITIRI TRADING CEN TRE,2017-03-25,KIVAA EMBU,THE CAR KNOCKED DOWN THE PERSON .,CAR,VICTIM FAULT,AFTERNOON,OTHER
19:45,NAKURU,MARULA AREA,2017-03-25,NAKURU NAIROBI,THE MATATU OVERTOOK A FLEET OF VEHICLESAND WHILE AVOIDING COLLIDING WITH THE TRAILER SWERVED TO THE RIGHT AND HIT THE MOTORCYCLE THROWING IT ON THE ROAD. WHERE BY TRAILER OVER RUN THE RIDER & PASSENGER KILLING THEM INSTANTLY.,TRAILER,DRIVER FAULT,EVENING,A104
,NAROK,OLOLUNGA TRADING CENTRE,2017-03-25,NAROK BOMET,THE CAR HIT THE MOTORCYCLE KILLING THE PERSON .,CAR,DRIVER FAULT,NIGHT,OTHER
18:30,UASIN NGISHU,FIELD,2017-03-24,PLATEAU GIRLS HIGH SCHOOL,THE CAR RUN OVER THE PERSON AND THE PERSON DIED WHILE UNDER GOING TREATMENT.,CAR,UNKNOWN,EVENING,OTHER
08:10,KAKAMEGA,MABANGA,2017-03-24,WEBUYE ELDORET,UNKOWN BICYCLE LOST CONTROL AND FELL DOWN ON THE ROAD AFTER HE WAS OVERTOOK BY THE TRUCK AND DIED ON THE SPOT.,TRUCK,DRIVER FAULT,MORNING,OTHER
08:45,MURANGA,KABATI FLYOVER,2017-03-24,THIKA KENOL,THE CAR GOT TYRE BURST AND ROLLED SEVERALLY KILLING A PASSENGER ON THE SPOT.,CAR,MECHANICAL FAULT,MORNING,OTHER
12:30,NAIROBI,SURVEY,2017-03-24,THIKA SUPERHIGHWAY,THE CAR OVER RUNED A PASSENGER WHO JUMPED DOWN WHILE THE BUS WAS ON MOTION KILLING ON THE SPOT.,CAR,UNKNOWN,AFTERNOON,A2
14:45,KIAMBU,KIAMUMBI KAMITI CORNER,2017-03-24,WEST KIAMBU,THE CAR HIT THE PERSON KILLING HIM.,CAR,DRIVER FAULT,AFTERNOON,OTHER
15:30,KERICHO,LETAIN,2017-03-24,LETAIN KERICHO,THE CAR KNOCKED DOWN THE PERSON KILLING HIM INSTANTLY.,CAR,VICTIM FAULT,AFTERNOON,OTHER
17:30,NAIROBI,SAKWA JUNCTION,2017-03-24,LADHIS,THE TRUCK HIT THE MOTORCYCLE FROM BEHIND AND DIED ON THE SPOT.,TRUCK,DRIVER FAULT,EVENING,OTHER
06:00,NAROK,ALONGSIDE THE SAID RD,2017-03-24,CHORA,THE TRACTOR HIT A BIG STONE AND THREW A PASSENGER WHO WAS RUSHED TO NAROK HOSPITAL AND DIED WHILE UNDER GOING TREATMENT.,TRACTOR,UNKNOWN,MORNING,OTHER
02:20,NAIROBI,GENERAL MORTORS,2017-03-24,NAIROBI MOMBASA,UNKNOWN PERSON WAS HIT BY UNKNOWN CAR WHICH DID NOT STOP AND DIED ON THE SPOT.,CAR,UNKNOWN,NIGHT,A109
13:30,KAKAMEGA,LAIRI RIVER,2017-03-23,MAYONI BUSIA,THE VEHICLES LOST CONTROL AND OVERTURNED,CAR,DRIVER FAULT,AFTERNOON,OTHER
09:30,NANDI,KIPKAREN SALIA JUNCTION,2017-03-23,KABIYET KURGONG KIPKAREN SALIA,THE MOTORCYCLE COLLIDED HEAD ON WITH ANOTHER MOTORCYCLE,MOTORCYCLE,HEAD ON,MORNING,OTHER
07:30,KIRINYAGA,KARIMA AREA,2017-03-23,SAGANA KARATINA,THE VEHICLES KNOCKED DOWN A PERSON,CAR,UNKNOWN,MORNING,OTHER
07:30,KAKAMEGA,KAMBI NJIRINYA,2017-03-23,SABATIA EKERO,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,MORNING,OTHER
18:30,UASIN GISHU,PLATEAU GIRLS HIGH SCHOOL,2017-03-23,WITHIN UASIN GISHU,THE CAR DRAGGED THE PERSON,CAR,UNKNOWN,EVENING,OTHER
18:45,KIAMBU,LIMURU HOTEL,2017-03-22,LIMURU KAMANDURA,THE MOTORCYCLE WAS HIT BY A TRUCK,TRUCK,DRIVER FAULT,EVENING,OTHER
14:00,BOMET,CHEPILAT HIGHWAY ACADEMY,2017-03-22,SOTIK NAROK,THE BUS RAN OVER THE PERSON WHO WAS TRYING TO BOARD THE MOVING BUS,BUS,UNKNOWN,AFTERNOON,OTHER
06:15,BARINGO,MAWE TATU AREA,2017-03-21,NAKURU ELDORET,THE CAR COLLIDED HEAD ON WITH A TRAILER WHILE OVERTAKING,CAR,HEAD ON,MORNING,A104
09:30,MURANGA,GITURI AREA,2017-03-21,MURUKA MAKENJI,THE MOTORCYCLE COLLIDED HEAD ON WITH THE CAR,MOTORCYCLE,HEAD ON,MORNING,OTHER
09:30,NANDI,MOTHER FRANSISCA AREA,2017-03-21,KAPSABET CHAVAKALI,THE MOTORCYCLE KNOCKED DOWN A PERSON,MOTORCYCLE,UNKNOWN,MORNING,OTHER
14:00,NAIROBI,SHELL PETROL STN,2017-03-21,WANGARI MATHAI,THE MOTORCYCLE LOST CONTROL AND ROLLED SEVERAL TIMES,MOTORCYCLE,MECHANICAL FAULT,AFTERNOON,OTHER
15:00,KIAMBU,DELMONTE FACTORY JUNCTION,2017-03-21,THIKA NYERI,THE MOTORCYCLE HIT THE REAR SIDE OF THE TRUCK,MOTORCYCLE,DRIVER FAULT,AFTERNOON,A2
16:00,NYANDARUA,KWA WATER AREA,2017-03-21,OLKALAU KARIAMU,THE CAR COLLIDED HEAD ON WITH THE MOTORCYCLE,CAR,HEAD ON,AFTERNOON,OTHER
13:30,EMBU,KIARAGANA,2017-03-21,MERU EMBU,THE MATATU COLLIDED HEAD ON WITH THE BUS,MATATU,HEAD ON,AFTERNOON,OTHER
15:40,KIRINYAGA,RUKANGA,2017-03-21,SAGANA MAKUTANO,THE CAR LOST CONTROL AND KNOCKED DOWN THE MOTORCYCLE,CAR,UNKNOWN,AFTERNOON,OTHER
17:00,MIGORI,KANYAWANGA JUNCTION,2017-03-21,RONGO AWENDO,THE MOTORCYCLE COLLIDED HEAD ON WITH THE CAR,MOTORCYCLE,HEAD ON,EVENING,OTHER
19:00,NAROK,NYANGUSU MARKET,2017-03-21,KISII KILGORIS,THE CAR MADE A SUDDEN U-TURN DRAGGING A PERSON,CAR,DRIVER FAULT,EVENING,OTHER
21:15,NYERI,KANYAMA AREA,2017-03-21,NYERI KARATINA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
15:30,KIAMBU,NGOMONGO QUARRY,2017-03-20,NORTHERN BY PASS,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,AFTERNOON,A104N
20:30,NYANDARUA,KAHURUKO AREA,2017-03-20,OLKALAU NYAHURURU,THE MATATU KNOCKED DOWN A PERSON,MATATU,UNKNOWN,EVENING,OTHER
19:30,BUNGOMA,NANGENI AREA,2017-03-20,MALABA BUNGOMA,THE PERSON WAS RUN OVER BY A TYRE OF A TRACTOR,TRACTOR,UNKNOWN,EVENING,OTHER
,KIAMBU,MAGINA AREA,2017-03-20,NAIVASHA NAIROBI,THE CAR LOST CONTROL AND COLLIDED WITH THE TRUCK,CAR,DRIVER FAULT,NIGHT,A104
03:30,KERICHO,TUNNEL AREA,2017-03-19,MUHORONI LONDIANI,THE BUS COLLIDED HEAD ON WITH THE CAR,BUS,HEAD ON,NIGHT,OTHER
04:45,TAITA-TAVETA,MANYANI,2017-03-19,NAIROBI MOMBASA,THE TRAILER COLLIDED HEAD ON WITH THE CAR,TRAILER,HEAD ON,NIGHT,A109
04:30,NAIROBI,SHELL PETROL STATION NEAR NJIRU T CENTRE,2017-03-19,RD KANGUNDO,THE UNKNOWN CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
06:30,SIAYA,MADEA AREA,2017-03-19,KISUMU BUSIA,THE BUS LOST CONTROL AND COLLIDED HEAD ON WITH THE TRAILER,BUS,UNKNOWN,MORNING,A104
07:45,KILIFI,NEAR MNARANI SEC SCHOOL,2017-03-19,MOMBASA KILIFI,THE CAR LOST CONTROL AND HIT THE MOTORCYCLE,CAR,DRIVER FAULT,MORNING,A109
12:30,KILIFI,MWAKOMBE AREA,2017-03-19,KALOLENI MAZERAS,THE CAR HIT A PERSON,CAR,DRIVER FAULT,AFTERNOON,OTHER
15:30,LAIKIPIA,MUGETHO AREA,2017-03-19,ROAD MATANYA,THE CAR HIT THE MOTORCYCLE,CAR,DRIVER FAULT,AFTERNOON,OTHER
18:30,TRANS NZOIA,SICHEI AREA,2017-03-19,KIMILILI CHWELE,THE CAR KNOCKED DOWN THE MOTORCYCLE,CAR,UNKNOWN,EVENING,OTHER
18:00,MACHAKOS,KWA MAKAA AREA,2017-03-19,MATUU THIKA,THE BUS LOST CONTROL AND VEERED OFF THE ROAD,BUS,DRIVER FAULT,EVENING,OTHER
22:15,MACHAKOS,NEAR TALA HIGH SCHOOL,2017-03-19,NAIROBI TALA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
22:05,NAIROBI,NEAR NAIROBI WATER,2017-03-19,ROAD MURANGA,THE CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
21:20,MAKUENI,NEAR MASIMBA SGR STN,2017-03-18,NAIROBI MOMBASA,THE CAR HIT THE REAR WHEEL OF THE TRAILER LOST CONTROL AND COLLIDED WITH ANOTHER CAR,CAR,DRIVER FAULT,NIGHT,A109
20:30,SIAYA,KAUDHA AREA,2017-03-18,KISUMU BONDO,THE MOTORCYCLE KNOCKED DOWN A PERSON,MOTORCYCLE,UNKNOWN,EVENING,OTHER
19:00,HOMA-BAY,UNSPECIFED,2017-03-18,KENDU BAY KATITO,THE UNKOWN CAR KNOCKED DOWN A PERSON,CAR,VICTIM FAULT,EVENING,OTHER
15:00,KISUMU,KAMONDO BRIDGE,2017-03-18,KENDU BAY KATITO,THE MOTORCYCLE LOST CONTROL AND WAS KNOCKED DOWN BY THE SAID BUS,MOTORCYCLE,DRIVER FAULT,AFTERNOON,OTHER
12:00,KIAMBU,OPP PCEA GATEWAY CHURCH,2017-03-18,RD GATUNDU,THE MOTORCYCLE COLLIDED WITH THE SAID MATATU,MOTORCYCLE,UNKNOWN,AFTERNOON,OTHER
06:10,KILIFI,CORNER BEACH JUNTION,2017-03-18,KILIIFI DIANI,THE CAR LOST CONTOL AND RAMMED INTO A TREE,CAR,DRIVER FAULT,MORNING,OTHER
11:30,KIAMBU,KWAMAIKO TRADING CENTER,2017-03-17,KWAMAIKO KIAMBU,HEAD ON COLLISION,BUS,HEAD ON,MORNING,OTHER
14:30,MIGORI,KIBURANGA AREA,2017-03-17,NYABOHANSE KOMOMWAMU,THE CAR KNOCKED DOWN THE PERSON,CAR,UNKNOWN,AFTERNOON,OTHER
21:00,KIRINYAGA,WACHORO AREA,2017-03-17,MAKUTANO KENOL,THE CAR KNOCKED DOWN THE PERSON,CAR,VICTIM FAULT,NIGHT,OTHER
03:30,MACHAKOS,KONZA AREA,2017-03-17,NAIROBI MOMBASA,HEAD ON COLLISION,MATATU,HEAD ON,NIGHT,A109
03:30,MACHAKOS,KONZA AREA,2017-03-17,NAIROBI MOMBASA,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,A109
11:00,KIAMBU,NEAR NJATHAINI JUNCTION,2017-03-16,NORTHERN BY PASS,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,MORNING,A104N
21:00,NYERI,GITHIURU AREA,2017-03-16,NYERI NANYUKI,HEAD ON COLLISION,BUS,HEAD ON,NIGHT,A2
16:00,KIAMBU,KAHAWA WEST,2017-03-14,NORTHERN BY PASS,HIT AND RUN,CAR,HIT AND RUN,AFTERNOON,A104N
18:30,UASIN GISHU,SHAMBA MPYA,2017-03-14,NAKURU ELDORET,HEAD ON COLLISION,CAR,HEAD ON,EVENING,A104
20:00,SIAYA,ESALUWA,2017-03-14,SIAYA LUANDA,THE CAR LOST CONTROL AND ROLLED,CAR,MECHANICAL FAULT,EVENING,OTHER
22:30,KIAMBU,KINOO,2017-03-14,NAIVASHA NAIROBI,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,NIGHT,A104
20:50,MACHAKOS,KWA MAKAA,2017-03-14,THIKA MATUU,THE CAR KNOCKED DOWN THE PERSON,CAR,DRIVER FAULT,EVENING,OTHER
